"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"43449","ko","설화철물","https://korean.visitseoul.net/attractions/2023026/KOP56qewe?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP56qewe"," 서울 동작구 사당동 318-13 ","07011 서울 동작구 사당로16길 7 (사당동) ","02-582-1971","","","6:30~18:30","매일","없음","7호선 남성역 1번 출구에서 약 250m (도보 4분) ","철물점,오래가게,공구,건축자재판매,동작구,사당동",""
"45396","ko","서울기록문화관","https://korean.visitseoul.net/attractions/seoularchivalservices/KOPkr613y?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPkr613y"," 서울 중구 태평로1가 31 서울도서관 3층","04524 서울 중구 세종대로 110 (태평로1가, 서울특별시청) 서울도서관 3층","02-2133-2970 ","","https://lib.seoul.go.kr/rwww/html/ko/seoulArchRoom.jsp","09:00 ~ 18:00","화요일 ~ 일요일 ","월요일, 법정공휴일","1,2호선 시청역 5번 출구에서 53m (도보 1분)","문화,통통투어,서울도서관,시청,기록","장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"3319","ko","서울대학교 미술관 MoA","https://korean.visitseoul.net/attractions/서울대학교-미술관-MoA/KOP003319?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003319","151-015 서울 관악구 신림동 산 56-1 서울대학교 미술관","08826 서울 관악구 관악로 1 (신림동, 서울대학교) 서울대학교 미술관 (서울대학교 내)","02-880-9504","","http://www.snumoa.org","10:00?18:00(입장 마감 17시 30분)","화요일~일요일","-월요일  -개교기념일(10월 15일) -1월 1일 -구정, 추석 당일  -전시준비기간","신림선 관악산역 1번 출구에서 약 571m (도보 10분) "," 서울대입구역,MoA, 신림동, 서울대학교, 렘쿨하스, 서울대학교미술관, 문화, 서울대,미술관",""
"10231","ko","서울도서관 (옛 서울시청사)","https://korean.visitseoul.net/attractions/서울도서관-옛-서울시청사-KR/KOP010231?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010231"," 서울특별시 중구 태평로1가 31","04524 서울특별시 중구 세종대로 110 (태평로1가) ","02-2133-0300","","http://lib.seoul.go.kr/","평일 09:00 - 21:00 주말 09:00 - 18:00 ※ 자료실별 이용시간이 상이하니 자세한 운영사항은 공지사항을 참고해 주시기 바랍니다.","화요일~일요일","-월요일 -법정 공휴일 및 관공서의 공휴일 -기타 관장이 필요하다고 인정하는 날  ","1,2호선 시청역 4번 출구에서 약 126m (도보 2분) ","시청역,광화문,시청,문화,도서관,시청사통통투어,공공도서관,서울도서관,서울시청사,을지로역","장애인 안내(휠체어 대여 및 기타),장애인화장실,접근가능,엘리베이터"
"34149","ko","서울도시건축전시관","https://korean.visitseoul.net/attractions/서울도시건축전시관/KOP034149?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034149"," 서울 중구 태평로1가 60-6 서울도시건축전시관","04519 서울 중구 세종대로 119 (태평로1가) ","02-736-8050","","https://sca.seoul.go.kr/seoulhour/site/urbanArch/home","10:00-18:00 (입장마감 17:30)","화요일~일요일 ","월요일(월요일이 공휴일인 경우 다음날 휴관), 1월1일","1,2호선 시청역 3번 출구에서 약 90m (도보 1분)","seoulhour,서울도시건축전시관,서울전시,seoulmaru,도시, 서울볼거리,서울투어,서울마루,건축, 서울데이트, 전시","장애인화장실,접근가능,엘리베이터"
"43476","ko","서울레코드","https://korean.visitseoul.net/attractions/2023096/KOPrf5phm?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPrf5phm","  ","03193 서울 종로구 종로 154 ","02-2265-9298","","https://www.seoulrecord.co.kr/","10:00~19:30","매일","없음","1?3?5호선 종로3가역 12번 출구에서 160m (도보 2분)"," 종로, 블루레이, 음반, 테이프, CD,오래가게, 레코드, LP",""
"23496","ko","서울로7017","https://korean.visitseoul.net/attractions/서울로7017/KOP023496?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023496"," 서울 중구 봉래동2가 122-14 ","04509 서울 중구 청파로 432 (봉래동2가, 코레일서울본부) ","02-313-7017","","https://parks.seoul.go.kr/template/sub/seoullo7017.do","","매일","","1호선, 4호선, 경의중앙선, 공항철도 서울역 7번 출구에서 약 148m (도보 4분) ","서울여름가볼만한곳,서울여름여행,야경,서울걷기좋은곳,서울력고가,산책하기좋은곳,서울야경,서울명소,서울관광,서울역,서울로7017,서울여행",""
"11669","ko","서울상상나라","https://korean.visitseoul.net/attractions/서울상상나라/KOP011669?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011669","143-847 서울 광진구 능동 18 ","04991 서울 광진구 능동로 216 (서울상상나라) ","02-6450-9500","","http://www.seoulchildrensmuseum.org/main.do","화요일 ~ 일요일 10:00 ~ 18:00 (입장마감 17:00)","","-월요일 -신정 -명절연휴","7호선 어린이대공원역 1번 출구에서 약 326m (도보 5분) ","가족,어린이, 서울시민안전체험관, 교육프로그램, 체험관,서울상상나라,문화공간, 어린이대공원역,문화",""
"38243","ko","서울생활사박물관","https://korean.visitseoul.net/attractions/서울생활사박물관-/KOP038243?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP038243"," 서울 노원구 공릉동 622 ","01849 서울 노원구 동일로174길 27 (공릉동) 서울생활사박물관","02-3399-2900","","https://museum.seoul.go.kr/sulm/index.do","09:00 ~ 18:00","화요일~일요일","월요일","6/7호선 태릉입구역 5번 출구에서 약 320m (도보 5분) ","비오는날,서울가볼만한곳,서울나들이,경춘선엠티의추억,서울생활사박물관,서울전시,서울,서울박물관,서울전시추천,서울아이와갈만한곳",""
"44180","ko","서울스카이","https://korean.visitseoul.net/attractions/SeoulSky/KOPowtoyc?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPowtoyc"," 서울 송파구 신천동 29 ","05551 서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 117~123층 ","02-1661-2000","","https://seoulsky.lotteworld.com/ko/main/index.do","일~목 10:30~22:00, 금~토 10:30~23:00","","","2,8호선 잠실역 2번 출구에서 약 311m (도보 5분)","전망대,야경,서울스카이,롯데월드타워,롯데월드몰,롯데월드타워전망대",""
"43437","ko","서울스튜디오","https://korean.visitseoul.net/attractions/2023007/KOP1vsos3?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP1vsos3"," 서울 강북구 미아동 777-6 1층 서울스튜디오","01127 서울 강북구 삼양로 246 ","02-980-6970","","","월요일 ~ 토요일 10:00 ~ 19:30 일요일 10:00 ~ 17:30 ","매일","","우이신설선 삼양역 2번 출구에서 약 150m (도보 2분) ","오래가게,사진관,강북구,여권사진,가족사진,취업사진,미아동",""
"1910","ko","성곡미술관","https://korean.visitseoul.net/attractions/성곡미술관/KOP001907?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001907","110-062 서울 종로구 신문로2가 1-101 ","03175 서울 종로구 경희궁길 42 (신문로2가, 성곡미술관) ","02-737-7650","","http://www.sungkokmuseum.org","10:00~18:00 (입장 마감 Last Ticketing 17:30)","화요일 ~ 일요일","월요일 ","3호선 경복궁역 7번 출구에서 약 611m (도보 10분) "," 김성곤, 미술관, 찻집, 경복궁역,성곡미술관, 카페찻집, 전시, 야외조각공원, 광화문,미술,한국미술, 광화문역",""
"44450","ko","서울시립과학관","https://korean.visitseoul.net/attractions/SeoulScienceMuseum/KOPn1ua1r?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPn1ua1r"," 서울 노원구 하계동 21 ","01792 서울 노원구 한글비석로 160 (하계동, 서울시립과학관) ","02-970-4500","","https://science.seoul.go.kr/main","화요일~금요일 09:30~17:30","","매주 월요일 휴관, 1월 1일, 설?추석 당일","7호선 하계역 2번 출구에서 1.1km (도보 19분)","과학,야간개장,문화행사,과학축제,과학행사,교육,청소년,어린이,서울시립과학관,과학교실",""
"36048","ko","스마트서울 전시관","https://korean.visitseoul.net/attractions/스마트서울전시관/KOP036048?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP036048"," 서울 중구 태평로1가 31 ","04524 서울 중구 세종대로 110 (태평로1가, 서울특별시청)  B1","02-2133-7874","","http://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2410","10:00~18:00(입장마감 17:30)","월요일 ~ 토요일","1월 1일, 설날/추석 당일, 매월 마지막 일요일","1호선 시청역 4번 출구, 2호선 을지로입구역 하차 후 서울시청 방면 지하 연결출구","스마트도시,서울전시,서울갈만한곳,서울 전시관,서울전시관데이트,스마트서울","장애인화장실,엘리베이터,접근가능,장애인 전용 주차장"
"20193","ko","스튜디오 콘크리트","https://korean.visitseoul.net/attractions/스튜디오콘크리트/KOP020193?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP020193","140-894 서울 용산구 한남동 795-3 ","04417 서울 용산구 한남대로 162 (한남동) ","02-794-4095","","http://www.studio-ccrt.com","11:00 - 20:00","화~일","월요일","지하철 6호선 한강진역 2번 출구에서 약 400m"," 유아인,한남동콘크리트, 한남, 스튜디오콘크리트,예술, 카페, 한류, 유아인전시회, 유아인카페,전시,이태원,복합문화공간, 한강진역",""
"1525","ko","서울시립미술관 (서소문본관)","https://korean.visitseoul.net/attractions/서울시립미술관/KOP001525?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001525","100-813 서울 중구 서소문동 37 ","04515 서울 중구 덕수궁길 61 (서소문동, 서울시립미술관) ","02-2124-8800","","http://sema.seoul.go.kr ","[하절기 (3월 ~ 10월)] 화~ 목10:00~20:00 / 금 10:00-21:00 (토?일?공휴일 19:00까지)  [동절기 (11월 ~ 2월)] 화~금 10:00~20:00 / 금 10:00-21:00(토?일?공휴일 18:00까지) ※ 문화가 있는 날    - 서소문본관, 북서울미술관 : 마지막 주 수요일 10:00 - 22:00","화요일 ~ 일요일 ","월요일 / 1월 1일 ","1 / 2호선 시청역 10번 출구에서 약 264m (도보 4분)","서울전시,서울시립미술관, 미술관,덕수궁,정동길, 서소문동,서대문역, 광화문,갤러리, 예술, 시청역,문화,미술","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"4632","ko","서울약령시 한의약박물관","https://korean.visitseoul.net/attractions/한의약-박물관/KOP004632?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004632"," 서울 동대문구 제기동 1082 ","02570 서울 동대문구 약령중앙로 26 (제기동, 서울한방진흥센터) B2","02-969-9241","","http://museum.ddm.go.kr","하절기(3월~10월) 10:00 ~ 18:00 동절기(11월~2월) 10:00 ~ 17:00 ","화~일","-월요일 (월요일이 공휴일인 경우에는 그 다음날을 휴관일로 함) -1월 1일  -설날 -추석  ","1호선 제기동역 2번 출구에서 약 320m (도보 4분)","한의약박물관,용두동,한방체험,용두역,한방문화쉼터, 동대문, 전시, 동의보감타워, 제기동역, 한약, 한의약, 전통, 박물관",""
"23758","ko","소덕문 터(옛 서소문)","https://korean.visitseoul.net/attractions/소덕문-터옛-서소문/KOP023758?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023758","100-814 서울 중구 서소문동 58-25 ","04513 서울 중구 서소문로 100 (중앙일보 구관) ","02-120","","","24시간","","연중무휴","1, 2호선 시청역 9번 출구에서 약 300m (도보 4분)"," 광화문,소덕문,시청역,소의문, 소덕문터,성문, 문화재,옛서소문, 소문",""
"27227","ko","시민청 관광안내소","https://korean.visitseoul.net/attractions/시민청-관광안내소/KOP027227?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027227","100-744 서울 중구 태평로1가 31 ","04524 중구 세종대로 110(신청사 지하 1층 시민청 내 인포데스크) ","+82-2-739-7755","","http://www.sta.or.kr","10:00~19:00(일요일 휴관)","","1월 1일, 설날?추석 당일 휴무","1?2호선 시청역 4번 출구","관광안내소,안내소,여행,시민청관광안내소,안내,시민청",""
"2723","ko","서울역사박물관","https://korean.visitseoul.net/attractions/서울역사박물관/KOP002722?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002722","110-062 서울 종로구 신문로2가 2-1 ","03177 서울 종로구 새문안로 55 (신문로2가, 서울역사박물관) ","02-724-0274","","http://www.museum.seoul.kr","09:00~18:00 (입장마감 17:30) 매주 금요일 21시까지 연장운영 * 자세한 사항은 홈페이지를 참고해주세요.","화요일~일요일","-월요일  -1월 1일  ","5호선 광화문역 7번 출구에서 약 462m (도보 7분) 5호선 서대문역 4번 출구에서 약 641m (도보 10분) ","유물,박물관, 광화문, 서대문역, 전통,서울역사박물관, 역사, 경희궁, 터치뮤지엄,경복궁역, 광화문역,문화체험","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"4867","ko","서울중앙성원","https://korean.visitseoul.net/attractions/이슬람-서울중앙성원/KOP004863?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004863","140-895 서울 용산구 이태원동 15-34 ","04405 서울 용산구 우사단로10길 39 ","02-793-6908","","http://www.koreaislam.org","방문가능시간 10:30~17:00","","","6호선 이태원역 3번 출구에서 약 477m (도보 9분) "," 사원, 성지, 이슬람서울중앙성원,한국이슬람교중앙회, 이슬람교,이태원역,이슬람서울성원, 우사단길,한국이슬람교, 관광지",""
"24591","ko","서울중앙우체국","https://korean.visitseoul.net/attractions/Seoul-Central-Post-Office-kr/KOP024591?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024591","100-709 서울 중구 충무로1가 21-1 ","04535 서울 중구 소공로 70 (충무로1가, 서울중앙우체국청사) ","02-6450-1114","","http://www.koreapost.go.kr/","우편업무 09:00~18:00 금융업무 09:00~16:30 ","월요일~극요일 ","","4호선 명동역 5번 출구에서 약 329m (도보 4분) ","스카이홀,시티투어버스,남대문시장,서울중앙우체국,타이거버스,명동",""
"33825","ko","서울하수도과학관","https://korean.visitseoul.net/attractions/서울-하수도-과학관/KOP033825?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033825"," 서울 성동구 용답동 247-6 ","04809 서울 성동구 자동차시장3길 64 (용답동) 서울하수도과학관","02-2211-2540","","http://sssmuseum.org","화요일~일요일(9:00~17:00), 휴관(매주 월요일, 1월 1일, 설?추석 당일)","","","5호선 장한평역 8번 출구에서 약 1.2km (도보 19분)"," museum, 환경,과학, 물재생센터, 뮤지엄, 교육,과학관,하수처리, 하수도과학관",""
"46798","ko","서정 아트 서울","https://korean.visitseoul.net/attractions/2024-seojungart/KOP7u0294?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP7u0294"," 서울 강남구 논현동 270-38 ","06103 서울 강남구 봉은사로47길 12 (논현동) ","1644-1454","","https://seojung-art.com/ko/","10:00 ~ 18:00","화요일~토요일","일요일, 월요일 정기휴무, 법정공휴일 9/16~18 추석 연휴 휴무","9호선, 수인분당선 선정릉역 1번 출구에서 약 229m (도보 3분)","갤러리,선정릉역,서정아트,전시,서정아트서울,강남전시",""
"11992","ko","서초 여행자 지원센터","https://korean.visitseoul.net/attractions/서초관광정보센터/KOP011988?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011988","137-856 서울 서초구 서초동 1318-8 ","06615 서울특별시 서초구 서초동 1318-7 ","1800-9008","","https://tiac.or.kr/lang_kr","10:00 ~ 19:00    ※ 운영시간은 상황에 따라 변동될 수 있으며, 설날 및 추석 연휴는 휴무","","연중무휴 (설, 추석 명절당일 휴무)","2호선, 신분당선 강남역 9번 출구에서 약 60m (도보 1분) ","서초관광정보센터,관광정보,강남역사거리,의료관광,강남역",""
"44215","ko","서촌한옥마을","https://korean.visitseoul.net/attractions/SeochonHanokVillage/KOPhyd9ee?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhyd9ee"," 서울 종로구 누하동 15 ","03037 서울 종로구 필운대로 45 (누하동) ","","","","","","","3호선 경복궁역 2번 출구에서 약 617m (도보 9분)","한옥마을,서촌,서촌한옥마을",""
"46621","ko","석굴암","https://korean.visitseoul.net/attractions/2024-seokguram/KOPexzzw3?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPexzzw3"," 서울 종로구 옥인동 183-1 ","03034 서울 종로구 옥인동 산3-14 ","02-720-1418","","","","","","3호선 경복궁역 2번 출구에서 약 1.7KM (도보 50분)","사찰,석굴암,불상,인왕산,수성동",""
"37164","ko","석파정","https://korean.visitseoul.net/attractions/석파정/KOP037164?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037164"," 서울 종로구 부암동 201 ","03021 서울 종로구 창의문로11길 4-1 ","02-395-0100","","https://seoulmuseum.org/INTRO","11:00 ~ 17:00 (16:00 입장 마감)","수요일 ~ 일요일 ","월요일, 화요일 (※ 내부 공사 및 차기 전시를 위해 02/26 ~ 05/31 휴무)","","미술관,석파정,정원,미술,역사적명소",""
"1414","ko","선정릉(선릉)","https://korean.visitseoul.net/attractions/선정릉선릉/KOP001414?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001414","135-090 서울시 강남구 삼성동 135-4 ","06153 서울특별시 강남구 선릉로100길 1 (삼성동) ","02-568-1291","","http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_08_01.jsp&mn=RT_01_08","06:00 ~ 21:00 (3월 ~ 10월) 06:00 ~ 17:30 (11월 ~ 1월) 06:00 ~ 18:00 (2월)","화~일","월요일","2호선, 선릉역 10번 출구,  444m (도보 6분) 9호선, 수인분당선 선정릉역 3번출구 1,000m(도보 16분)","선릉,서울데이트장소추천,공원데이트,세계문화유산,서울공원,선릉역,서울역사적명소,선정릉,선릉데이트장소,문화유산,도시속유네스코,서울가볼만한곳,전릉","장애인 전용 주차장,접근가능,장애인 안내(휠체어 대여 및 기타),장애인화장실"
"3778","ko","송은(SONGEUN)","https://korean.visitseoul.net/attractions/송은갤러리/KOP003778?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003778"," 서울 강남구 청담동 92-9 ","06016 서울 강남구 도산대로 441 (청담동) ","02-3448-0100","","http://www.songeun.or.kr","11:00~18:30","월~토","-일요일 -공휴일 ＊전시별 관람시간 확인요망","수인분당선 압구정로데오역 3번 출구에서 637m (도보 10분)"," 강남, 미술관,전시, 예술,압구정로데오역,미술,송은,청담동, 송은 문화재단","엘리베이터,장애인화장실,장애인 전용 주차장"
"27195","ko","용산역관광정보센터","https://korean.visitseoul.net/attractions/용산역관광정보센터/KOP027195?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027195","140-780 서울 용산구 한강로3가 40-999 ","04377 서울 용산구 한강대로23길 55 (한강로3가, 용산역) ","+82-70-4224-4597","","","09:00-18:00","","","1호선?경의중앙선 용산역 4호선 신용산역 3번 출구","용산역관광정보센터,용산역,서울관광정보센터",""
"3177","ko","성균관 명륜당","https://korean.visitseoul.net/attractions/성균관-명륜당/KOP003176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003176","110-812 서울 종로구 명륜동3가 53","110-812 서울특별시 종로구 성균관로 25-1 ","02-760-1472","","","09:00 ~ 18:00","","","4호선 혜화역 4번 출구에서 약 833m (도보 15분)","성균관명륜당,역사, 성균관대학교,명륜당, 명륜당은행나무,혜화역,인문사회과학캠퍼스, 유적지",""
"19656","ko","성균관대학교","https://korean.visitseoul.net/attractions/성균관대학교/KOP019656?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP019656","110-745 서울 종로구 명륜3가 53-21 ","03063 서울 종로구 성균관로 25-2 (명륜3가, 성균관대학교) ","02-760-0114","","http://www.skku.edu/","","","","4호선 혜화역 4번 출구에서 약 1.2km (도보 25분)"," 성균관대, 대학로, 성균관대학교,명륜당, 혜화역, 광화문,성균관",""
"47249","ko","성수구름다리","https://korean.visitseoul.net/attractions/2024-gureumdari/KOPouf85a?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPouf85a"," 서울 성동구 성수동1가 642-25 ","04770 서울 성동구 강변북로 257  ","","","","","","","수인분당선 서울숲역 3번 출구에서 약 699m (도보 11분) ","야경명소,서울야경명소,노을명소,성수,성수구름다리",""
"33828","ko","성신여대 복식박물관 및 자연사박물관","https://korean.visitseoul.net/attractions/성신여대-복식박물관-및-자연사박물관/KOP033828?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033828"," 서울 강북구 미아동 147 ","01133 서울 강북구 도봉로76가길 55 (미아동, 성신여자대학교운정그린캠퍼스) 운정그린캠퍼스 B1","복식박물관:  02-920-2657 / 자연사박물관: 02-920-7890 ","","https://www.sungshin.ac.kr/sites/museum/index.do","월~토: 10:00~17:00 (일요일, 법정공휴일 휴관)","","","4호선 미아역 2번 출구, 도보 10분거리","자연사박물관,성신여대 복식박물관",""
"29716","ko","성우이용원","https://korean.visitseoul.net/attractions/성우이용원/KOP029716?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029716","  ","04183 서울 마포구 효창원로97길 4-1 ","02-714-2968","","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=171","09:00~18:00","월요일~화요일, 목요일~일요일","수요일","5호선 애오개역 4번 출구에서 927m (도보 20분)"," 서울미래유산,오래가게, 이용원, 이발소, 공덕, 청파동,남성전문, 서울역, 바버샵",""
"46879","ko","성원전주콩나물국밥","https://korean.visitseoul.net/attractions/SeongwonJeonjuKongnamulGukbap/KOPwmqzyh?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPwmqzyh"," 서울 중구 명동2가 4-1 ","04537 서울 중구 명동10길 19-10 (명동2가) ","02-777-4284","","","11:00~22:00","매일 ","","4호선 명동역 8번 출구에서 약 269m (도보 3분)","명동,콩나물국밥,오래가게",""
"2395","ko","세검정","https://korean.visitseoul.net/attractions/세검정/KOP002395?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002395","110-010 서울 종로구 신영동 168-6","03018 서울특별시 종로구 세검정로 244 (세검정) ","02-731-0412","","http://tour.jongno.go.kr","","","","홍제역 1번 출구에서 도보 6분, 유진상가 정류장에서 110A고려대 간선버스 승차, 세검정.상명대 정류장에서 하차 후 약 85m (도보 1분) ","인조반정,홍제역,유적지,상명대학교,세검정",""
"43495","ko","세븐웰제화","https://korean.visitseoul.net/attractions/2023110/KOPqlzpr0?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPqlzpr0","  ","04509 서울 중구 칠패로 6 ","02-711-9336","","sevenwell.modoo.at","월요일~금요일 09:00~18:00, 토요일 09:00~17:00","월요일~토요일","일요일","2?5호선 충정로역 4번 출구에서 430m (도보 8분)"," 족저근막염깔창,기능성깔창, 맞춤깔창, 기능성구두,오래가게, 서울역,건강구두",""
"24645","ko","세빛섬","https://korean.visitseoul.net/attractions/some-sevit-kr/KOP024645?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024645"," 서울 서초구 반포동 650 ","06500 서울 서초구 올림픽대로 2085-14 (반포동) ","1566-3433","02-3477-5809","http://www.somesevit.co.kr/kr/index.do","11:00 ~ 22:00","월~일","연중무휴","3,7,9호선 고속터미널역 8-1번 출구 (약 650m, 도보  15분)","야경,강남, 세빛섬,수상문화공간,야간명소,전시,공연,이벤트, 인공섬,한강",""
"23561","ko","세운상가","https://korean.visitseoul.net/attractions/sewoonplaza/KOP023561?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023561","110-430 서울 종로구 장사동 116-4 ","03194 서울 종로구 청계천로 159 (장사동, 세운상가) ","02-2271-2344","","http://sewoonplaza.com/","09:00 ~ 19:00 (상점마다 상이함)","월요일 ~ 토요일","일요일, 공휴일 ","1,3,5호선 종로3가역 12번 출구에서 약 280m (도보 4분) ","종로3가역,을지로데이트,을지로명소,서울가볼만한곳,종로데이트,힙지로,을지로,서울놀거리,종로,서울명소,종로가볼만한곳,을지로핫플,세운상가,서울핫플,세운상가옥상,서울투어",""
"37890","ko","세운청계상가","https://korean.visitseoul.net/attractions/세운청계상가/KOP037890?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037890"," 서울 중구 산림동 207-1 ","04545 서울 중구 청계천로 160 (산림동, 세운청계상가) ","02-2264-8511","","http://sewoon.org/","","","","2, 5호선 을지로4가역 3번 출구에서 약 300m (도보 4분) ","한국드라마,카페,을지로,세운청계상가,드라마촬영지,서울핫플,세운상가,빈센조,서울명소,드라마속여행지,종로,서울,을지로카페,맛집",""
"34420","ko","셋이서문학관","https://korean.visitseoul.net/attractions/셋이서-문학관/KOP034420?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034420","  ","03308 서울시 은평구 진관길 23 셋이서문학관","02-355-5800","","http://museum.ep.go.kr","10:00 ~ 18:00 ","화요일-일요일","월요일","3,6호선 연신내역 3번 출구 / 시내버스(701,7211)로 환승 후 관사 입구 하차","셋이서-문학관",""
"1747","ko","소극장 산울림","https://korean.visitseoul.net/attractions/산울림소극장/KOP001747?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001747","  ","04052 서울 마포구 와우산로 157 ","02-334-5915","","http://www.sanwoollim.kr/","11:00~18:00","월요일, 수요일~일요일","화요일","2?공항철도?경의중앙선 홍대입구역 6번 출구에서 약 327m (도보 6분)"," 관람, 공연, 마포, 홍대, 소극장,오래가게, 문화생활, 서교동,연극",""
"2175","ko","암사동 선사주거지","https://korean.visitseoul.net/attractions/-?古?文化休息室/KOP002174?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002174","134-876 서울 강동구 암사동 155 ","05239 서울 강동구 올림픽로 875 (서울 암사동 유적) ","02-3425-6520","","http://sunsa.gangdong.go.kr","AM 09:30 ~ PM 06:00 (입장 마감 PM 05:30) ","화요일~일요일","월요일?신정 휴관 (단, 월요일이 공휴일일 때에는 공휴일 다음의 첫 번째 평일) ","8호선 암사역사공원역 3번 출구에서 약 773m (도보 11분) ","암사동선사주거지, 유적지, 암사동유적, 선사유적지,전시,암사역,관광지, 토기, 역사,신석기시대",""
"46881","ko","손가네닭한마리","https://korean.visitseoul.net/attractions/SonganeDakhanmari/KOPmpzvsl?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPmpzvsl"," 서울 종로구 숭인동 201-13 ","03115 서울 종로구 종로66가길 10 (숭인동, 유림빌딩) ","0507-1345-9065","","","월요일~금요일 12:00~22:00 토요일 12:00~21:00 (15:00~17:00 브레이크타임)","","일요일","1,2,우이신설선 신설동역 11번 출구에서 약 392m (도보 6분)","신설동,오래가게,닭한마리",""
"6996","ko","손기정기념관","https://korean.visitseoul.net/attractions/손기정기념관/KOP006995?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006995","100-372 서울 중구 만리동2가 6-1 6-1","04501 서울 중구 손기정로 101 (손기정 체육공원) ","02-364-1936(내선 1번)","","http://www.sonkeechung.com","10:00 ~18:00 (입장은 마감시간 1시간 전까지)","","월 (단 월요일이 공휴일인 경우 그 다음날), 1월 1일, 설날, 추석, 기타 별도로 정하는 휴관일","2호선 충정로역 5번 출구에서 약 753m (도보 16분)","손기정기념관,일제강점기,김구,박물관,손기정,금메달,만리동,베를린올림픽,마라톤,충정로역,손기정체육공원,서울역,이승만,기념관",""
"48426","ko","손기정문화도서관","https://korean.visitseoul.net/attractions/junggulibrary/KOPa2rvwq?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPa2rvwq"," 서울 중구 만리동2가 6-1 ","04501 서울 중구 손기정로 101 (손기정공원) ","0507-1382-2950","","https://www.junggulib.or.kr/index.do","9:00 ~22:00","화 ~ 일","월","1호선, 4호선, 공항선 서울역 15번 출구에서 720m (도보 14분)","서울도서관,손기정공원, 서울역놀거리",""
